timestamp,sensor_id,proximity_value,temperature,humidity,battery_level
2025-06-01 11:15:30,SENSOR_002,55.56427748787602,22.711260359205646,49.39771825448324,92.5619694872839
2025-06-01 00:45:00,SENSOR_005,39.24092299335348,21.64042334037879,44.57773952234461,93.78782047284882
2025-06-02 11:52:30,SENSOR_001,62.50390622643243,22.993847123871582,42.97063025120946,82.85082925922165
2025-06-02 14:26:00,SENSOR_002,41.935623915274356,20.562317454368944,37.93505684346668,84.98485155086075
2025-06-01 06:43:00,SENSOR_003,87.17532706001056,25.730409359144556,55.287261667976395,91.82620693357539
2025-06-03 02:09:30,SENSOR_005,56.86227166839529,22.771883932811974,48.521220830117606,79.51907111899041
2025-06-01 09:22:00,SENSOR_002,71.77077455686583,23.616815228017213,48.0253154974073,92.50643568342645
2025-06-03 08:09:00,SENSOR_003,75.33584395053445,24.095552469052624,53.75224012658327,78.84100106018174
2025-06-03 15:27:30,SENSOR_003,29.18373526041509,20.09917134687345,35.44648887124567,76.2285215918699
2025-06-01 09:14:30,SENSOR_003,76.16866781858663,23.65330408703555,49.857233705834965,
2025-06-03 09:56:00,SENSOR_003,69.61173044380473,24.559119030096817,,77.19859644111443
2025-06-03 16:50:00,SENSOR_004,28.712883186740708,18.882472074680493,33.753984844375836,74.86297038816026
2025-06-03 09:13:30,SENSOR_003,73.71835072974513,24.17878489623241,49.6296329664702,76.23799965967798
2025-06-02 11:16:00,SENSOR_003,56.7951500128587,22.738910311868977,48.01528838010238,85.36977685726477
2025-06-01 11:25:00,SENSOR_003,62.71049577295581,22.46440961011309,46.821137218332844,92.00440508009031
2025-06-03 01:38:00,SENSOR_002,60.993852169709406,22.89245098199811,48.393165640380346,80.80657476542471
2025-06-03 10:42:00,SENSOR_001,62.55203676534078,23.44839615544244,49.08726602564447,76.83140144027247
2025-06-01 19:45:30,SENSOR_002,20.618284956005574,18.899470675414175,36.418573124261414,88.34910828061861
2025-06-02 08:36:00,SENSOR_005,75.23166514974173,24.062474925539977,53.84103628389755,84.22119666766922
2025-06-03 10:30:30,SENSOR_004,67.57881345439561,22.817533124302496,48.16955629946615,
2025-06-03 03:51:30,SENSOR_001,66.64503565602165,24.66149445289282,52.3123779191263,79.40505741497638
2025-06-02 09:17:00,SENSOR_001,78.98664509923678,24.185763915625692,52.69624179052963,84.4061747156386
2025-06-03 08:21:30,SENSOR_003,71.52596926007425,24.80576369414586,,
2025-06-01 06:10:00,SENSOR_002,82.56837607896654,24.66925605735924,55.1492560196337,92.52296349085016
2025-06-03 12:51:00,SENSOR_001,,22.29156910138925,44.29886559182095,78.84468345941416
2025-06-01 11:46:30,SENSOR_005,55.85831660470712,22.684374376405074,48.0658391028993,92.43193564431472
2025-06-01 17:47:00,SENSOR_004,26.38758904644544,18.278994603802385,34.22316519163209,91.3710158222175
2025-06-03 05:07:00,SENSOR_003,87.59525650969213,24.68095021652951,52.85781087711583,81.39671893928616
2025-06-02 09:01:30,SENSOR_004,68.74921535207793,23.926434143007363,53.17767333767705,87.82272150631016
2025-06-02 03:24:00,SENSOR_003,65.18118458513813,23.89546706568275,48.914482479090445,85.69944237761744
2025-06-03 14:30:30,SENSOR_004,35.66143096087186,19.968360249683446,39.4971876178643,76.29672953934295
2025-06-02 18:42:30,SENSOR_003,14.878630070285695,20.19161877111167,36.27105794373716,81.69799456732306
2025-06-02 23:47:00,SENSOR_005,41.6694930786084,21.227574469912568,42.334974893639405,79.59798866306453
2025-06-01 02:57:00,SENSOR_002,63.45519992701046,22.447708600617332,50.27615681683509,92.22887129604896
2025-06-02 14:05:00,SENSOR_005,32.319156475238024,20.070016222053045,36.938368101344345,81.90276017715226
2025-06-02 23:40:00,SENSOR_001,,,42.33104726544753,
2025-06-03 08:29:30,SENSOR_005,86.05292883159953,24.455737749058148,55.24418568859657,79.080834777859
2025-06-01 08:15:30,SENSOR_005,75.52615809791418,,54.741910458613376,90.16971353011463
2025-06-03 19:27:30,SENSOR_001,14.840467607870997,18.980201877357416,34.874771064236285,73.96766217449756
2025-06-01 17:04:30,SENSOR_003,22.543230139085324,18.479362513635948,35.14207284506104,88.62172156515821
2025-06-03 18:03:30,SENSOR_002,,18.63320948704039,36.011741696239966,73.87023918964236
2025-06-03 23:01:00,SENSOR_005,42.9027958532271,21.428295722148192,41.80458776047401,73.9345033151268
2025-06-01 05:02:30,SENSOR_003,79.53389146287634,24.73411469133101,55.642737544403126,94.25089307958197
2025-06-03 18:48:30,SENSOR_003,,18.679866505675292,31.462319506556213,74.97626284672067
2025-06-02 11:10:30,SENSOR_004,63.10041523084583,22.77724084402045,52.36394547468636,84.70883620512194
2025-06-03 23:06:30,SENSOR_002,47.340611064432366,20.691762899475176,43.16715993453648,74.68164802605584
2025-06-02 15:01:30,SENSOR_004,26.79890524598859,20.089409338092004,36.53569909083609,
2025-06-02 12:45:30,SENSOR_003,51.96534369060924,21.78834258967628,43.68484638662443,84.8718080606782
2025-06-01 09:29:00,SENSOR_002,62.91452662868857,23.49317732285618,51.15167152691763,91.91474316016559
2025-06-02 09:48:30,SENSOR_002,73.63113674871748,24.27047163169553,54.79499949797555,85.93805950343392
2025-06-02 00:15:00,SENSOR_001,52.522603467094655,22.141450117865535,45.40417448125665,88.1944683219953
2025-06-02 11:56:30,SENSOR_005,53.502011859745274,23.10051240079754,48.21625453461565,
2025-06-01 10:18:00,SENSOR_004,60.253932596216586,23.612662589770252,51.567558900617925,92.5396480134299
2025-06-03 17:01:00,SENSOR_002,22.582087427602517,18.616992467076653,35.516719228478244,74.7234418692813
2025-06-01 07:15:00,SENSOR_001,,24.803978978821398,57.394560870762625,92.56456941350488
2025-06-01 07:55:30,SENSOR_005,84.28298408458996,25.040220428724865,54.776466141942116,93.75140659587723
2025-06-01 23:31:30,SENSOR_001,,21.273507384893524,44.259913159644675,86.69482813501439
2025-06-02 21:06:30,SENSOR_005,29.49212745250644,19.947135196070832,35.734593802282475,79.67722062217764
2025-06-03 07:34:30,SENSOR_004,69.32153284121006,24.312275662732684,53.21940983015638,79.64208918095375
2025-06-01 22:18:30,SENSOR_001,29.925471091185614,21.095209860179892,39.70553370355416,86.28014665722405
2025-06-03 07:51:00,SENSOR_003,79.12189099807955,24.452060152511393,55.02386021646209,79.24475640153933
2025-06-03 07:33:00,SENSOR_004,75.12382106300244,24.58880633057515,51.443365751391035,78.07470466908433
