timestamp,sensor_id,proximity_value,temperature,humidity,battery_level,hour,day_of_week,prox_rolling_avg,proximity_value_norm
2025-06-01 00:00:00,SENSOR_001,52.48357076505616,21.93086784941441,46.29537707620138,96.52302985640804,0,Sunday,52.48357076505616,0.39083580079760993
2025-06-01 00:00:30,SENSOR_001,57.32824384460777,21.88711184975673,45.13505640937585,93.57275181378654,0,Sunday,54.90590730483196,0.4269132180740629
2025-06-01 00:01:00,SENSOR_001,53.69233289997705,22.085684140594985,44.76870343522352,94.69389630441071,0,Sunday,54.501382503213655,0.3998372370583108
2025-06-01 00:01:30,SENSOR_001,47.60412881077355,21.90717051166809,42.78733005198794,93.79629337591932,0,Sunday,52.77706908010363,0.35449946590560166
2025-06-01 00:02:00,SENSOR_001,48.90164056081244,22.178556285755874,47.95578808948303,94.47172978172637,0,Sunday,52.00198337624539,0.3641618047380882
2025-06-01 00:02:30,SENSOR_001,42.923146289747926,21.78967733861732,44.31457096694646,94.18522273077838,0,Sunday,50.488843861829146,0.31964102305470565
2025-06-01 00:03:00,SENSOR_001,53.95515973521523,21.54530627260263,47.8055886218722,93.58314893720772,0,Sunday,50.98403184374145,0.40179446167401495
2025-06-01 00:03:30,SENSOR_001,51.13729967302065,21.999468057262508,41.78503353087754,95.16713385853232,0,Sunday,51.003190322401345,0.3808103598324404
2025-06-01 00:04:00,SENSOR_001,45.1265916488634,22.393542301871225,45.04330484914631,94.15931768164828,0,Sunday,50.35023491423047,0.3360496880691116
2025-06-01 00:04:30,SENSOR_001,53.12833673882504,21.57142122179186,42.858215003877774,95.4599724152432,0,Sunday,50.628045096689924,0.3956372581300976
2025-06-01 00:05:00,SENSOR_001,51.78893680174141,22.28039226318412,47.16610248635055,96.02880205203488,0,Sunday,50.55858170035845,0.3856629854316613
2025-06-01 00:05:30,SENSOR_001,0.0,21.066367403704128,46.37252038074903,93.35978412881036,0,Sunday,44.82575731589767,0.0
2025-06-01 00:06:00,SENSOR_001,46.037396307836495,21.942631779266552,46.00997455796092,95.83575519417012,0,Sunday,44.06026365668362,0.34283228809176386
2025-06-01 00:06:30,SENSOR_001,45.36534764210958,21.9702373219691,38.517465319861856,93.94311235866572,0,Sunday,43.836385539817215,0.3378276614130619
2025-06-01 00:07:00,SENSOR_001,50.56758672625624,22.33106533726052,48.17203363229071,93.72718450117316,0,Sunday,44.0029801563616,0.37656780902029774
2025-06-01 00:07:30,SENSOR_001,45.85502494538964,21.719909479901517,46.49458721024652,95.57287026543348,0,Sunday,44.296168021925766,0.34147420104765736
2025-06-01 00:08:00,SENSOR_001,50.48497982496359,22.297578512718456,43.36355863353305,97.05238727568543,0,Sunday,43.949150030900604,0.3759526501439581
2025-06-01 00:08:30,SENSOR_001,45.88889802216784,22.121843605745955,45.489933142217446,84.22668973131879,0,Sunday,43.424309865815324,0.34172644781545736
2025-06-01 00:09:00,SENSOR_001,52.59673257120586,22.766369456501288,44.78247970308629,95.35671172209894,0,Sunday,44.17132395804957,0.391678496606632
2025-06-01 00:09:30,SENSOR_001,45.80139078909612,21.70030367727799,40.752208551380384,94.42674497831923,0,Sunday,43.43862936307668,0.34107479704142235
2025-06-01 00:10:00,SENSOR_001,42.02786170602816,21.700312488523117,45.01048739943637,94.99698059376476,0,Sunday,42.46252185350535,0.3129739982673442
2025-06-01 00:10:30,SENSOR_001,60.303739624409936,22.8776704212216,44.50207170304185,95.91907095095436,0,Sunday,48.49289581594634,0.4490712050196305
2025-06-01 00:11:00,SENSOR_001,51.92032724469654,21.983652625952956,40.86511579992025,94.8558799604872,0,Sunday,49.08118890963235,0.38664142665128404
2025-06-01 00:11:30,SENSOR_001,59.82362566458195,22.017631775985866,43.60054898401483,95.15647991073422,0,Sunday,50.52701671187959,0.44549588189987777
2025-06-01 00:12:00,SENSOR_001,49.36041204259617,21.52222977969979,41.78710735948486,95.14346363586722,0,Sunday,50.40629924351358,0.36757819422630933
2025-06-01 00:12:30,SENSOR_001,54.630887737658206,22.954708320235063,42.20286485236172,95.50046923669058,0,Sunday,51.283885522740434,0.40682648771771557
2025-06-01 00:13:00,SENSOR_001,41.652973594393146,22.271680096189968,43.6747524821083,95.50559866859317,0,Sunday,50.40068489968339,0.31018227329161274
2025-06-01 00:13:30,SENSOR_001,54.17846056032571,21.43514657267119,46.05960835583056,96.37406862065792,0,Sunday,51.22964115349917,0.4034573431344153
2025-06-01 00:14:00,SENSOR_001,51.44887428448207,23.03770039932272,46.74224940686339,94.60397646783215,0,Sunday,51.1148553248268,0.3831306004525738
2025-06-01 00:14:30,SENSOR_001,51.69248203747207,21.7923560430496,46.26556373221257,97.1981928578044,0,Sunday,51.7039644496644,0.3849447039869267
2025-06-01 00:15:00,SENSOR_001,53.78494308322676,21.538917337911187,46.73921184021132,96.28063785880497,0,Sunday,52.879672587384256,0.4005268885931586
2025-06-01 00:15:30,SENSOR_001,0.0,22.235734178568,48.76404899295007,96.26792004615498,0,Sunday,46.849298624943266,0.0
2025-06-01 00:16:00,SENSOR_001,48.32107650354936,22.834510762644697,44.48081729727279,93.4168570468819,0,Sunday,46.489373550828546,0.3598384476393406
2025-06-01 00:16:30,SENSOR_001,47.13168996559882,21.726570529379803,44.934493459568,94.37407522886625,0,Sunday,45.22017998093023,0.3509812979972416
2025-06-01 00:17:00,SENSOR_001,53.60836032021618,21.435474114391383,43.950959467440455,95.40437456122793,0,Sunday,45.644974808692226,0.3992119082177333
2025-06-01 00:17:30,SENSOR_001,47.3863848974048,22.524504612918445,43.59131261891448,93.50403870363644,0,Sunday,44.920524524666895,0.3528779657768996
2025-06-01 00:18:00,SENSOR_001,51.5390088444603,21.144915803671687,42.30362915578857,95.65326409402272,0,Sunday,45.909128049673605,0.3838018164619861
2025-06-01 00:18:30,SENSOR_001,40.795628843341774,21.36021151663215,43.750362844608645,94.93359105021084,0,Sunday,44.57084487797521,0.3037977796786155
2025-06-01 00:19:00,SENSOR_001,47.12181086881113,22.06100490732268,50.12016907653759,94.80894010027536,0,Sunday,44.13813853640812,0.35090773012356435
2025-06-01 00:19:30,SENSOR_001,50.88850500466627,21.33232782064495,45.76039570201193,95.51308574528385,0,Sunday,44.05774083312754,0.37895763026349116
2025-06-01 00:20:00,SENSOR_001,54.69141902987999,21.741977635891317,45.19224155388196,94.43772471129496,0,Sunday,44.14838842779286,0.4072772534663861
2025-06-01 00:20:30,SENSOR_001,47.41355774949814,22.70467372009279,49.5977962472385,94.53466143956034,0,Sunday,48.889744202742676,0.35308031716521115
2025-06-01 00:21:00,SENSOR_001,49.75268145173784,22.337409746083303,42.7545559568754,95.27740974618403,0,Sunday,49.03290469756152,0.3704993546278491
2025-06-01 00:21:30,SENSOR_001,51.0146151042565,21.242127942501384,48.09501040266012,96.68837767309552,0,Sunday,49.42119721142729,0.3798967497068433
2025-06-01 00:22:00,SENSOR_001,62.63466212936811,21.73456561353984,44.02112111496356,95.93416087706908,0,Sunday,50.32382739234249,0.46642916962727216
2025-06-01 00:22:30,SENSOR_001,62.63466212936811,21.80333059383632,45.05748964586964,96.1659518626073,0,Sunday,51.84865511553882,0.46642916962727216
2025-06-01 00:22:30,SENSOR_001,134.28547399687727,21.80333059383632,45.05748964586964,96.1659518626073,0,Sunday,60.12330163078052,1.0
2025-06-01 00:23:00,SENSOR_001,55.36815874929886,21.48674235029447,45.26593934829375,94.18487918506084,0,Sunday,61.58055462137622,0.4123168135861546
2025-06-01 00:23:30,SENSOR_001,43.59847800664553,22.43622866414007,46.30040235591732,94.7833241362206,0,Sunday,61.22822133515966,0.3246700980305538
2025-06-01 00:24:00,SENSOR_001,53.21361379933772,22.664576265066216,45.39304233940294,95.58900375758851,0,Sunday,61.46073221462681,0.39627230120642215
2025-06-01 00:24:30,SENSOR_001,53.92900079325416,22.212728780892483,43.066047713741575,94.82978864385802,0,Sunday,61.38449039096422,0.401599660693816
2025-06-01 00:25:00,SENSOR_001,56.99677718293001,22.462316841456385,45.11926073984035,94.22806322229442,0,Sunday,62.34281233430742,0.42444484490001827
2025-06-01 00:25:30,SENSOR_001,52.6141774401775,21.713149998030712,44.95129081547803,97.01477035861188,0,Sunday,62.62896193315138,0.39180840543781387
2025-06-01 00:26:00,SENSOR_001,58.41963845728935,21.77055786856553,47.15736166686259,94.83149153049928,0,Sunday,63.36946426845466,0.43504063930733017
2025-06-01 00:26:30,SENSOR_001,53.85849355324172,21.999468057262508,47.297531400744205,93.12778622122192,0,Sunday,62.49184741084203,0.4010746058393045
2025-06-01 00:27:00,SENSOR_001,48.2567393279607,21.825371147840787,44.35672989756524,96.94174798356084,0,Sunday,61.05405513070127,0.35935934015530885
2025-06-01 00:27:30,SENSOR_001,54.99005054929826,20.55187231090316,45.04330484914631,94.72291037184482,0,Sunday,53.12451278594339,0.4095011091860689
2025-06-01 00:28:00,SENSOR_001,55.52762966478992,22.59351515278019,46.27746044405837,93.71699508726952,0,Sunday,53.14045987749249,0.41350436508181954
2025-06-01 00:28:30,SENSOR_001,48.51218248320004,22.687853406655808,44.69988882593495,94.98307645347154,0,Sunday,53.63183032514794,0.36126157982156853
2025-06-01 00:29:00,SENSOR_001,37.50297142563213,23.14547128629537,42.22085506647281,93.20960125304312,0,Sunday,52.06076608777738,0.2792779465223785
2025-06-01 00:29:30,SENSOR_001,50.89947075576739,22.6960011431723,46.83663321200463,93.28199939637685,0,Sunday,51.757813084028705,0.3790392902582376
2025-06-01 00:30:00,SENSOR_001,50.62612251323954,21.78529722943737,45.24459500606456,95.3932980290364,0,Sunday,51.120747617059656,0.37700371459698473
2025-06-01 00:30:30,SENSOR_001,44.06200790485244,22.154910355113515,46.2675537618642,95.2612990974515,0,Sunday,50.265530663527144,0.3281219225980993
2025-06-01 00:31:00,SENSOR_001,48.10436129506257,21.898209819948818,43.83663817210271,93.83024326930712,0,Sunday,49.23400294730447,0.35822460809261625
2025-06-01 00:31:30,SENSOR_001,52.79163456260861,22.038002695706204,45.04330484914631,93.92182640692064,0,Sunday,49.12731704824116,0.39312989701206436
2025-06-01 00:32:00,SENSOR_001,52.79163456260861,21.923765081809726,46.41621735337718,95.7967023167946,0,Sunday,49.58080657170595,0.39312989701206436
2025-06-01 00:32:30,SENSOR_001,134.28547399687727,22.496021174768263,44.650080486609184,84.22668973131879,0,Sunday,57.510348916463855,1.0
2025-06-01 00:33:00,SENSOR_001,50.283249624485535,22.264846377178365,44.85900244388182,95.3215016438262,0,Sunday,56.985910912433404,0.3744504012820839
2025-06-01 00:33:30,SENSOR_001,50.80286990524933,22.001523010076703,45.873876339492696,96.02314627478634,0,Sunday,57.21497965463834,0.37831992093523625
