timestamp,distance
2025-12-30 10:59:04.263872,17.578892903400302
2025-12-31 10:59:04.263887,18.011874119184093
2026-01-01 10:59:04.263889,9.958077224131184
2026-01-02 10:59:04.263891,20.098497072735324
2026-01-03 10:59:04.263892,15.725766943638874
2026-01-04 10:59:04.263894,12.837253746867205
2026-01-05 10:59:04.263895,18.071815250129905
2026-01-06 10:59:04.263896,14.001628021244759
2026-01-07 10:59:04.263897,2.6731665357178684
2026-01-08 10:59:04.263898,13.543864549227624
2026-01-09 10:59:04.263900,9.366365109104137
2026-01-10 10:59:04.263901,14.436143199087278
2026-01-11 10:59:04.263902,12.862956470394897
2026-01-12 10:59:04.263903,13.839583329405121
2026-01-13 10:59:04.263904,18.68413348058996
2026-01-14 10:59:04.263905,20.747354394361555
2026-01-15 10:59:04.263906,15.282843650721485
2026-01-16 10:59:04.263907,20.431766490767792
2026-01-17 10:59:04.263908,14.335056383545288
2026-01-18 10:59:04.263909,10.547577913908391
2026-01-19 10:59:04.263910,33.25436856182483
2026-01-20 10:59:04.263911,14.940488860302851
2026-01-21 10:59:04.263912,18.35200183042728
2026-01-22 10:59:04.263913,25.551800017804155
2026-01-23 10:59:04.263914,22.54122200194017
2026-01-24 10:59:04.263915,20.142669402855848
2026-01-25 10:59:04.263916,21.358183847418477
2026-01-26 10:59:04.263918,27.184924946579216
2026-01-27 10:59:04.263919,21.62722282261958
2026-01-28 10:59:04.263920,24.92057776413435
2026-01-29 10:59:04.263921,21.208140793248237
2026-01-30 10:59:04.263922,25.704319253365913
2026-01-31 10:59:04.263923,16.056528606623626
2026-02-01 10:59:04.263924,21.732373485130402
2026-02-02 10:59:04.263925,15.134541607184891
2026-02-03 10:59:04.263926,20.768904683283992
2026-02-04 10:59:04.263927,24.584005452518696
2026-02-05 10:59:04.263928,18.634544754549903
2026-02-06 10:59:04.263929,25.659040134190164
2026-02-07 10:59:04.263930,18.491598342492686
2026-02-08 10:59:04.263931,19.592008412940523
2026-02-09 10:59:04.263933,30.32192277480211
2026-02-10 10:59:04.263934,26.77943560377971
2026-02-11 10:59:04.263935,27.95682811724329
2026-02-12 10:59:04.263936,20.97486414892648
2026-02-13 10:59:04.263937,31.845405461502367
2026-02-14 10:59:04.263938,26.52298322210844
2026-02-15 10:59:04.263939,28.912478924672605
2026-02-16 10:59:04.263940,27.305586206571903
2026-02-17 10:59:04.263941,24.303331864481386
2026-02-18 10:59:04.263942,40.23313932347701
2026-02-19 10:59:04.263943,31.420467142361215
2026-02-20 10:59:04.263944,32.57501397538463
2026-02-21 10:59:04.263946,28.93841528699138
2026-02-22 10:59:04.263947,30.433045993334634
2026-02-23 10:59:04.263948,35.15045595111749
2026-02-24 10:59:04.263949,28.43433596277852
2026-02-25 10:59:04.263950,25.008086664736844
2026-02-26 10:59:04.263951,43.781184983852974
2026-02-27 10:59:04.263952,28.672340795648967
2026-02-28 10:59:04.263953,37.11191638410249
2026-03-01 10:59:04.263954,33.776163090038104
2026-03-02 10:59:04.263956,35.472764991605295
2026-03-03 10:59:04.263957,38.438648720182194
2026-03-04 10:59:04.263958,36.25957782103805
2026-03-05 10:59:04.263961,38.865547109576
2026-03-06 10:59:04.263962,37.994659235862954
2026-03-07 10:59:04.263963,29.47681618434813
2026-03-08 10:59:04.263964,36.52952749421499
2026-03-09 10:59:04.263965,40.065218736149255
2026-03-10 10:59:04.263966,39.10922498120534
2026-03-11 10:59:04.263967,35.41769641831222
2026-03-12 10:59:04.263968,35.09436854135741
2026-03-13 10:59:04.263969,35.168412817568345
2026-03-14 10:59:04.263970,41.61994030847652
2026-03-15 10:59:04.263971,41.29614624533119
2026-03-16 10:59:04.263972,44.25325135445606
2026-03-17 10:59:04.263975,36.40359516945941
2026-03-18 10:59:04.263976,38.55213328621161
2026-03-19 10:59:04.263977,38.3791246500851
2026-03-20 10:59:04.263978,39.72729873010684
2026-03-21 10:59:04.263979,46.87416402455721
2026-03-22 10:59:04.263980,50.840491904439745
2026-03-23 10:59:04.263981,38.61044641160568
2026-03-24 10:59:04.263982,52.321383549933664
2026-03-25 10:59:04.263983,46.75672201327708
2026-03-26 10:59:04.263984,49.03900149226786
2026-03-27 10:59:04.263985,47.09729745099023
2026-03-28 10:59:04.263986,50.88054953395195
2026-03-29 10:59:04.263987,49.302360289766796
2026-03-30 10:59:04.263988,42.135235403505696
2026-03-31 10:59:04.263989,47.38902309803702
2026-04-01 10:59:04.263990,50.909383899983474
2026-04-02 10:59:04.263992,44.69853516622543
2026-04-03 10:59:04.263993,43.14615046014441
2026-04-04 10:59:04.263994,57.983801484976745
2026-04-05 10:59:04.263995,40.149434214021866
2026-04-06 10:59:04.263996,46.5925606812213
2026-04-07 10:59:04.263997,50.968370420746055
2026-04-08 10:59:04.263998,56.08800322151087
